full_text;sentimen;
@ReikhPr4 @puanmaharani_ri Dan kerjasama utk mengesahkan RUU PERAMPASAN ASET TINDAK PIDANA salah satu solusi dari kesejahteraan rakyat;positif;
PRABOWO PENAKUT Prabowo kerap melontarkan tudingan terhadap para koruptor seolah dirinya paling tegas dalam urusan pemberantasan korupsi namun kenyataannya ia tak pernah menunjukkan keberanian politik yang nyata dengan mendukung pengesahan RUU Perampasan Aset sebuah instrumen;negatif;
Saya kira demo menuntut agar ruu perampasan aset koruptor segera disahkan.;positif;
dari Rp 1.380 triliun. Hal ini mencerminkan tantangan sistemik yang diperparah oleh pengaruh oligarki intervensi politik dan pelemahan institusi. Disamping RUU Perampasan Aset Prabowo harus memprioritaskan pemulihan independensi KPK peningkatan pengawasan BUMN pengaturan..;negatif;
Kalau kemiskinan dan pengangguran turun harusnya bantuan langsung tunai juga menurun. Lebih efektif jika sahkan RUU Perampasan Aset https://t.co/MxNKVfoHbH Presiden Prabowo klaim penurunan angka kemiskinan dan pengangguran di Indonesia namun BPS belum rilis data terbaru.;positif;
INDONESIA DARURAT KORUPSI Kapan RUU Perampasan Aset Koruptor DISAHKAN @DPR_RI Kapan ada regulasi UU hukuman mati bagi koruptor ? Tanpa itu semua korupsi itu seperti budaya yg akan selalu lestarikan oleh orang orang yg bermental maling. Karena hukuman ga membulkan efek jera.;positif;
@Rahadi0816 @PecintaSejarah2 @vaniepink Ide brilian! Mata kuliah anti-korupsi ala Anies-KPK di Paramadina (konfirmasi: ANTARA 2008) bisa jadi model nasional via Kemendikbud. Ekspansi ke inkubator ide: kolaborasi universitas dengan KPK untuk workshop riset;positif;
@Rahadi0816 @PecintaSejarah2 @vaniepink Setuju Prabowo perlu tukang dobrak untuk dobrak kemacetan seperti RUU Perampasan Aset. Kandidat potensial: Hashim Djojohadikusumo (saudaranya) lebih berpengaruh via ikatan keluarga &amp;positif;
@Rahadi0816 @PecintaSejarah2 @vaniepink Benar UU yang lemah seperti RUU Perampasan Aset (masih mandek di DPR per Juli 2025 sumber: Kompas) bisa jadi celah manipulasi. Integrasikan dengan tech: front-end app whistleblower anonim via blockchain back-end AI ;negatif;
@sitonaz @barengwarga koruptor mana yg malah nuntut pengesahan RUU Perampasan aset blokkk? https://t.co/HU7RxG445L;negatif;
@ardisatriawan Beliau ini kadang suka lupa kalo beliau presiden kalo tau yg mendanai koruptor kenapa ga ditangkap aja ? Wong yang ga menikmati hasil korupsi ae ditangkap kok. Eh lupa kalo ruu perampasan aset belum ada ya ;negatif;
intervensi politik dan pelemahan institusi. Disamping RUU Perampasan Aset Prabowo harus memprioritaskan pemulihan independensi KPK peningkatan pengawasan BUMN pengaturan pendanaan politik penguatan integritas peradilan pemanfaatan teknologi pelibatan masyarakat sipil ;negatif;
@tempodotco Pernyataan seperti ini hanya membuktikan bahwa pemerintah lebih sibuk menyalahkan rakyat daripada memberantas akar masalah: korupsi. RUU Perampasan aset koruptor kapan disahkan ??;positif;
@IndoPopBase Makanya cepet sah in RUU perampasan aset gitu doang lama. Jangan curhat doang luh kocyag;positif;
Gercep &amp;positif;
Jangan gitu. Setiap muncul secercah harapan kita harus optimis itu akan terjadi. Apalagi harapan yg keluar dr mulut Presiden. Kalau kemudian kembali PHP seperti janji RUU Perampasan Aset atau UKT Murah kalau bisa gratis ya pasrah sudah memang nasib kita jelek sbg rakyat;negatif;
@officialJKT48 Nungguin pengunduran diri managemen udah kayak nunggu RUU Perampasan Aset;negatif;
@dokuroiders dokuroiders Halo! RUU Perampasan Aset belum disahkan hingga Juli 2025 masih dalam pembahasan DPR &amp;positif;
Ada yg ngotot gak mau sahkan RUU PERAMPASAN ASET ;negatif;
@puanmaharani_ri Pilih sah kan RUU perampasan aset koruptor;positif;
@penjaga_kampung @jhonsitorus_19 @mang_andar Jelas ngaruh karena kepercayaan masyarakat pada pemerintah meningkat Kenapa kamu menolak pengesahan RUU Perampasan Aset ?;negatif;
Rakya mendesak presiden prabowo untuk mengirim supres RUU perampasan aset bersifat segera ke DPR RI agar segera dibahas dan dijadikan UU #Tiktoklive https://t.co/C930dSwRj8;positif;
DPR kerjakan saja tugas sahkan RUU Perampasan Aset. Tak usah urusin akun medsos warga. Gimana @DPR_RI Tak perlu . . Tak perlu . . DPR Usul Akun Medsos Dibatasi 1 Orang 1 Akun Punya Second account Bisa Terancam Pidana #JokowiPerusakTanahAir #JokowiPerusakTanahAir https://t.co/ZO7F3MJTsF;positif;
@jhonsitorus_19 @mang_andar Jokowi tidak intervensi proses hukum apalagi saat ini beliau tidak menjabat jabatan politik apapun. Yang harus jadi perhatian adalah sahkan RUU Perampasan Aset;positif;
@ARSIPAJA Coba kalo @jokowi tdk mengusulkan RUU Perampasan Aset unt koruptor dijamin reputasi beliau aman. Rakyat banyak yg setuju bila koruptor dihukum mati atau dimiskinkan.;positif;
KPK dukung langkah Presiden Prabowo dorong RUU perampasan aset untuk disahkan #IndonesiaEmas https://t.co/Ro8M71xBDJ;positif;
Presiden Prabowo dukung RUU perampasan aset #Prabowo #IndonesiaEmas https://t.co/jaT5L1Vcnt;positif;
@Inie_UtyCute Coba yang dikebut RUU Perampasan Aset Koruptor;positif;
@PatubMbel Yang mengendalikan negara ini dia presiden da ketum partai. Pemerintah buat RUU tapi tdk disukai ketum2 partai seperti undang2 perampasan aset yah gk jadilah itu barang sampai kapanpun. Kata bambang pacul korea2 sini nurut sama ketuanya masing2;negatif;
@whoopziiy @bintangemon ga ikutan demo RUU PERAMPASAN ASET?;negatif;
Presiden Prabowo tegaskan dukungan pada RUU perampasan aset #BerantasKorupsi #PrabowoBerantasKorupsi #AstaCita #IndonesiaTanpaKorupsi https://t.co/yXuyikOryb;positif;
Presiden Prabowo mendukung RUU perampasan aset buat para koruptor #BerantasKorupsi #PrabowoBerantasKorupsi #AstaCita #IndonesiaTanpaKorupsi https://t.co/3RCGrBMtu3;positif;
@BPNKotaTegal Presiden Prabowo mendukung RUU Perampasan Aset buat para koruptor. #BerantasKorupsi #PrabowoBerantasKorupsi #AstaCita #IndonesiaTanpaKorupsi https://t.co/WEk7rvbSCq;positif;
@BPNKotaTegal Presiden Prabowo tegaskan dukungan pada RUU perampasan aset: Udah nyolong enggak mau kembalikan gue tarik aja #BerantasKorupsi #PrabowoBerantasKorupsi #AstaCita #IndonesiaTanpaKorupsi https://t.co/jC41Teq83d;positif;
 aset mereka bakal tetap aman. negara jadi kesusahan mengambil kembali uang hasil kejahatan. makanya RUU Perampasan Aset secara khusus ini harusnya segara disahkan tapi dengan syarat adanya jaminan akuntabilitas yang jelas dan transparan.;positif;
RUU PERAMPASAN ASET KORUPTOR manaaa...?? Masalah yang gak perlu malah dibahas..!! Kalian itu dibayar dan difasilitasi dari keringat rakyat. Sadar gak sih mewakili rakyat..?? Kalau cuma jadi badut mending bubarin aja..;positif;
KPK dukung langkah Presiden Prabowo sahkan RUU Perampasan Aset pulihkan keuangan negara #berantaskorupsi https://t.co/01ItcodWhg;positif;
@Anak__Ogi @NgkongRoses Melentinglaaah dia karena patuh kepada komandan khususnya untuk urusan menyelasaikan RUU Perampasan Aset... Sehingga RUU itu tergantung di awang ruang sidang di Senayan;positif;
@DPR_RI @mprgoid Ingat ya! Masyarakat menginginkan pengesahan RUU Perampasan Aset Koruptor bukan pengambilalihan tanah terbengkalai milik pribadi! Tolong didengar! @DPR_RI @mprgoid;positif;
@DPR_RI @mprgoid Tolong bgt ini mah dibaca dan diperhatikan usulan dari masyarakat. Saya yakin banyak yg menentang soal perampasan tanah oleh negara justru malah banyak masyarakat yg menuntut pengesahan RUU Perampasan Aset Koruptor @DPR_RI @mprgoid;positif;
Wacana mengenai Rancangan Undang-Undang Perampasan Aset kembali mengemuka setelah Presiden Prabowo Subianto menyatakan dukungannya beberapa waktu lalu. Harapan publik pun terbit lagi karena RUU ini menjanjikan satu terobosan penting untuk melawan korupsi https://t.co/XmynQkSGIX https://t.co/aHt53fPpd2;positif;
KPK dukung langkah Presiden Prabowo sahkan RUU Perampasan Aset pulihkan keuangan negara #berantaskorupsi https://t.co/99749MrGZa;positif;
@BAPAKLUUUU Smua di urusin .. mw nimbum RUU perampasan aset nih Yee ;negatif;
@ARSIPAJA ruu perampasan aset judol ekonomi yang down aja dah dulu anj;negatif;
@kompascom RUU Perampasan Aset Koruptor kemana ini kok ndak keliatan;positif;
@prabowo @EmmanuelMacron Berantas judol? Berantas korupsi? Dukungan industri dalam negeri? Peningkatan ekspor? Pemberdayaan SDM? 19 Juta lapangan kerja? Kepastian hukum? Pemberantasan narkoba? RUU perampasan aset? Program sosial berkelanjutan? Nope! Yg pe;negatif;
RUU PERAMPASAN ASET Kawal Terus Agar Disahkan! Paradigma aset dirampas selama ini ada dari kewenangan vonis hakim. Dalam Pasal 18 ayat (1) UU Tipikor terkhusus huruf a &amp;positif;
@ARSIPAJA Mending segera SAHKAN RUU PERAMPASAN ASET sama RUU HUKUMAN MATI buat KORUPTOR;positif;
@depotcepot RUU Perampasan Aset ? Ga perlu. Beliau kejar sendiri ke Antartika.;negatif;
@ARSIPAJA RUU perampasan aset gmn woiiii ..;positif;
@ReinHeartAster @tanyarlfes Salah ini malah nantangin masyarakat Seharusnya segera : 1.copot Kapolri dan reformasi polri 2.batalkan tunjangan DPR sekarang bukan sampai Oktober 3.sahkan RUU perampasan aset;positif;
@GasMedsos RUU perampasan aset sudah d dah kan Rakyat;positif;
@tanyakanrl yg dirubah bentuk orang : 1. ganti presiden dan wapres 2. ganti ketua dpr 3. ganti anggita dpr yg dominan KIM (org koalisi wowo) 4. ganti menkeu 5. ganti wamenaker 6. ganti kapolri yg dirubah bentuk non manusia : 1. sahkan ruu perampasan aset ;positif;
MISAL ... Jika satu persatu rumah anggota @DPR_RI dikunjungi pendemo diminta menSAHkan RUU PERAMPASAN ASET kira kira bgm ya? https://t.co/iO9VBH4s1h;positif;
@prabowo Manfaatkan momen pak. Berdiri bersama rakyat dan lakukan apapun yang terbaik. Jika DPR memang penghalang manfaatkan momen ini untuk menekan mereka. Untuk awal sahkan RUU perampasan aset &amp;positif;
Tunggu apalagi @prabowo @Gerindra @habiburokhman @Dahnilanzar secepatnya atau akan semakin chaos ..Ya Allah jgn pada diem kalian..segera penuhi tuntutan rakyat 1.copot Kapolri reformasi polri 2.batalkan tunjangan DPR sekarang bukan sampai Oktober 3.Sahkan RUU perampasan aset;positif;
@iwasnevrhere_ Masyarakat nggak takut. Kami banyak yg nothing to lose. Untuk hidup makan kerja rumah dsb saja sulit untuk bertahan hidup sudah syukur apalagi bermimpi. Kami nothing to lose. Malah yg ada akan pecah demo semakin besar. Untuk menenangkan kam;positif;
Benarkah? Yang menjarah jam 11M sahroni di kejar Intel sudah dapat kah? Gagal melaksanakan RUU perampasan aset https://t.co/8yestOUUNj;negatif;
ruu perampasan aset in action;positif;
@paivting Pas Mahfud nyuruh buat sahin RUU perampasan aset malah si Bambang Pacul nyuruh buat minta ke ketum partai hadehh ini negara kedaulatan rakyat apa kedaulatan partai;positif;
Tandatangani RUU Perampasan Aset Koruptor ‼️ . Kembalikan Independensi KPK ‼️ . Hukum jangan dijadikan alat kekuasaan ‼️;positif;
@MiskinTV_ The real perampasan aset bisa diliat kan setakut apa mereka mengesahkan RUU itu undang-undang itu lebih ditakuti mereka daripada Tuhan;positif;
@Mdy_Asmara1701 sahkan ruu perampasan aset jika tidak bakar aja gedung dpr ri;positif;
@apchannel216978 Mereka pikir dengan begini kita akan mundur. Justru kami semakin marah. Hidup kami nothing to lose. Kami lapar pekerjaan tak pasti tempat tinggal mahal sekedar hidup syukur apalagi bermimpi. Untuk memasuki menenangkan kami tekan RUU peram;positif;
@tanyakanrl RUU perampasan aset hny utk dagangan 5 tahun sekali nyatanya sdh hampir 1dekade lebih RUU ini belm disahkan kalian para GenZ kalian generasi pelurus segera minta RUU ini disahkan negeri ini rusak karena korupsi klo mrk msh menunda RUU ini sahr;positif;
@sera_tuyo Manfaatkan momen kawan. Boikot stop bayar pajak. Sahkan RUU perampasan aset &amp;positif;
oh ini wujud nyata ruu perampasan aset;positif;
Mau ini dianggap serius/berlebihan sebenernya yg perlu diperhatiin ya impact penjarahan rumah DPR ini apakah bisa ngebuat mereka batalin tunjangan &amp;positif;
@Ridho181206 @Kanseulir Tinggalkan jejak drmh para pejabat yg kalian garap utk segra mengesahkan RUU perampasan aset;positif;
@neVerAl0nely__ menenangkan kami tekan RUU perampasan aset dan memiskinkan koruptor segera. Saya yakin kebut beberapa hari langsung bisa terlebih katanya draft RUU perampasan aset &amp;positif;
@hasyimmah Kalau DPR berani mengesahkan RUU perampasan aset koruptor ini bisa meredam amuk massa.;positif;
@Ridho181206 @Kanseulir Betul kalo para GenZ ini kecapean atau banyak yg ditangkap terusa siapa yg mau memerjuangkan RUU perampasan aset segera disahkan.negeri saat ini berada dipundak GenZ generasi pelurus. Balik kanan woi istrahat;positif;
@sharpandshark @ListyoSigitP @prabowo Kami tidak takut pak kami lapar pekerjaan tak pasti jangankan untuk bermimpi sekedar bertahan hidup sudah syukur. Untuk menenangkan kami. Bantu dorong RUU perampasan aset &amp;positif;
Penjarahan rumah DPR kayaknya adalah sebuah bentuk muak masyarakat tentang RUU perampasan aset yang tak kunjung disahkan.;positif;
@zakiberkata The real RUU perampasan aset dri dulu didedak segera disahkan brtele2 nah itu dirampas rakyat sendiri deh wkwk;positif;
@toe_giman @lia_nmei Mungkin dengan cara sprti ini RUU perampasan aset mnjd agenda awal di dpr yg harus segera disahkan kalo tidk disahkan dgn cpt bukan tdk mgkin penjarahan ini bs ke pejabat yg lain. Terima kasih GenZ kalian generasi pelurus utk negeri i;positif;
@MurtadhaOne1 Makanya buruan sahkan RUU perampasan aset. Para GenZ generasi pelurus sudah muak oleh janji2 kalian yg katanya akan mengesahkan RUU tsb sdh hampir 1dekade lebih kalian anggap rakyat bodoh tolol dan pelupa jgn smp kejadian ini menular ke rmh ;positif;
ruu perampasan aset gak segera disahakan sih keburu aset kamu dirampas warga langsung :) sebuah pesan tersirat dari warga untuk dewan yang bertanggung jawab atas pengesahan ruu perampasan aset;negatif;
^Dikarenakan RUU Perampasan Aset Koruptor tak juga diselesaikan baiknya_ 'cara-ini' dijadikan alternatif oleh warga... !.^;negatif;
12 TUNTUTAN RAKYAT 1. Sahkan RUU Perampasan Aset sebelum tenggat 5 September 2025. 2. Pecat anggota DPR yang menghina rakyat (Deddy Sitorus Bambang Pacul Ahmad Sahroni dan lainnya). 3. Bebaskan pihak-pihak yang ditahan saat menyampaikan aspirasi. ...;positif;
@ferdinand_mpu Ketua Parpol yang nolak RUU Perampasan Aset....;negatif;
@NOTASLIMBOY RUU perampasan aset harus segera di sahkan;positif;
@SahroniNasdem Mereka sedang mempraktikkan RUU perampasan aset ;negatif;
@kailaindiraa RUU perampasan aset sudah diterapkan....;positif;
@WidasSatyo Sudah dibilang ini gak pemerintah DPR &amp;positif;
Ternyata yang ngebuat mereka takut Dosa Penjara Rumah dijarah Makanya!!! RUU perampasan aset koruptor itu PERLU.;positif;
@randomable_ RUU perampasan aset baru saja di sahkan!!!!!! ;positif;
@Mdy_Asmara1701 Nampaknya sudah terlambat ruu perampasan aset sedsng dijalankan masyarakat di rumah syahroni;negatif;
DPR lagi dibenci Rakyat Jawabannya hanya setujui RUU perampasan aset... Rakyat pasti akan kembali mendukung DPR.;positif;
@andoamiladi segera sahkan RUU perampasan aset koruptor cok;positif;
@Beritasatu Setuju RUU perampasan Aset Rakyat pasti berbalik mendukung DPR Gak percaya buktikan .;positif;
@senjatanuklir @AJEnglish @AP @SCMPNews @ListyoSigitP kawal ini utk menenangkan kami. boikot stop bayar pajak. Sahkan RUU perampasan aset &amp;positif;
@PartaiSocmed Mending sekalian fokus juga ke DPR menuntut di sah kan nya RUU Perampasan Aset Koruptor.. ;positif;
@kegblgnunfaedh Mending sekalian fokus juga menuntut di sah kan nya RUU Perampasan Aset Koruptor.. oleh DPR biar fokus demo nya dan tidak melebar.. ;positif;
@txtdrimedia Semua gara2 dia dan ketua2 partai yg tidak berani mengesahkan RUU PERAMPASAN ASET KORUPTOR;negatif;
@evewhobakes @Tisceskyhere Bukan presiden si. DPR DPR DPR Sasarannya kn DPR. Krna Presiden sama kuat sama DPR. Sedangkan DPR itu segeng gaada yg mau sah in Perampasan aset. Ada pun video yg bilang klo mau sahin RUU itu ya lobby ke ketum partai bukan ke or;negatif;
@NUgarislucu Mending sekalian fokus juga menuntut di sah kan nya RUU Perampasan Aset Koruptor..;positif;
DPR diminta sahkan RUU Perampasan Aset gak dilaksanakan. Kini malah aset pejabat dan anggota DPR yang disita massa. Setelah rumah anggota DPR (Ahmad Sahroni Eko Patrio dan Uya Kuya) ganti isi rumah Sri Mulyani yang disita massa. Negara ini mau jadi apa jika aparat semau gue? https://t.co/W0mxDtiAl7;negatif;
Belum terlambat bagi ketua dpr dan jajaran dibawahnya utk segera berdiskusi dan berdialog dengan perwakilan mahasiswa juga masyarkat. mereka menuntut RUU perampasan aset segera disahkan dan membatalkan tunjangan yg besar itu..sederhana kok;positif;
Kenapa RUU Perampasan Aset tidak pernah disahkan dewan?;negatif;
@MiskinTV_ YANG DIJALAN TOLONG TULIS INI DI RUMAH SAHRONI DAN EKO PATRIO SAHKAN RUU PERAMPASAN ASET SEKARANG JUGA ;positif;
*Akhirnya RUU Perampasan Aset di sahkan oleh rakyat* Satu per satu akan di tengok rumahnya ;;
*Akhirnya RUU~UUD Perampasan Aset di sahkan oleh rakyat* ;;
Udah bener sah in ruu perampasan aset daripada perampasan ilegal ga sistematis salah juga. Ya klo ngotak mah mulut kan dah pinter tu tolong hati sama otaknya dipake dengan bijak yang mulia DPR;positif;
@humaniesproject please tmn2 ini udh chaos tp kynya tujuannya blm jelas Coba tentuin kesepakatan yg konkret biar bisa pemerintah lakuin dan demo berakhir misal: minta tunjangan eksekutif &amp;;
@Dyananjani89 4. suruh DPR sahkan RUU perampasan aset koruptor dengan tekan Ketum partai yg katanya punya andil persetujuan pembahasan dan pengesahan RUU pd setiap fraksi2 yg ada di DPR;positif;
@rezetanr Sampai tuntutan d kabulkan dalam 7 hari kedepan terutama RUU PERAMPASAN ASET Reformasi Polri Reformasi DPR Audit DPR Kementerian dan BUMN2 laennya msh banyak lagi deh;positif;
*Akhirnya RUU Perampasan Aset di sahkan oleh rakyat* ;positif;
1. Akibat PEJABAT sembarangan lontarin statement. 2. Akibat DPR gak turun buat diskusi sm RAKYAT 3. Akibat Kebijakan yang Tajam Kebawah. 4. Akibat HILANGNYA EMPATI 5. Akibat RUU PERAMPASAN ASET dan Hukuman MATI KORUPTOR tidak dilakukan. 6. Akibat RUSAKNYA KONSTITUSI ULAH PEJABAT;negatif;
@randomable_ Bnyak yg bilang.. Jangan main jarah.. Klw marah ya marah nya sama orang nya.. Sampaikan aspirasi nya.. Lah wong slama ini mereka diem Bae.. Bnyak yg nyampein aspirasi juga ttep we anteng dduk manis... Rakyat udah marah ... RUU perampasan aset;;
Etika sopan santun responsibility transparansi sahkan RUU Perampasan Aset dan perkuat KPK.;positif;
@GasMedsos Bagus bearti trial perampasan aset berhasil.. Udah SAHkan saja RUU nya kita lihat tahun pertama hasilnya pasti indonesia lebih baik;positif;
Di jalan udah gak aman tolong pulang ke rumah dengan selamat DPR nya WFH beberapa kabur ke LN. Fokus tekan DPR buat sahkan RUU Perampasan aset pecatin pejabat publik yg asbun dan batalkan tunjangan etc DPR! *MENJARAH BUKAN MISI RAKYAT* jangan mau ditunggangi;positif;
